CUENCA;A;Sm;FCL 2001 (ha);FCL 2002 (ha);FCL 2003 (ha);FCL 2004 (ha);FCL 2005 (ha);FCL 2006 (ha);FCL 2007 (ha);FCL 2008 (ha);FCL 2009 (ha);FCL 2010 (ha);FCL 2011 (ha);FCL 2012 (ha);FCL 2013 (ha);FCL 2014 (ha);FCL 2015 (ha);FCL 2016 (ha);FCL 2017 (ha);FCL 2018 (ha);FCL 2019 (ha); ;FCL 2001 (%);FCL 2002 (%);FCL 2003 (%);FCL 2004 (%);FCL 2005 (%);FCL 2006 (%);FCL 2007 (%);FCL 2008 (%);FCL 2009 (%);FCL 2010 (%);FCL 2011 (%);FCL 2012 (%);FCL 2013 (%);FCL 2014 (%);FCL 2015 (%);FCL 2016 (%);FCL 2017 (%);FCL 2018 (%);FCL 2019 (%);;FCL 2001 (% acum);FCL 2002 (% acum);FCL 2003 (% acum);FCL 2004 (% acum);FCL 2005 (% acum);FCL 2006 (% acum);FCL 2007 (% acum);FCL 2008 (% acum);FCL 2009 (% acum);FCL 2010 (% acum);FCL 2011 (% acum);FCL 2012 (% acum);FCL 2013 (% acum);FCL 2014 (% acum);FCL 2015 (% acum);FCL 2016 (% acum);FCL 2017 (% acum);FCL 2018 (% acum);FCL 2019 (% acum)
229;862481,998;3,6;2018,69;2896,34;833,26;3726,77;862,24;1364,99;662,78;2383,52;1008,01;1296,57;1218,69;1218,54;693,14;849,50;794,13;1415,10;2262,93;2000,61;1976,66;;0,00234;0,00336;0,00097;0,00432;0,00100;0,00158;0,00077;0,00276;0,00117;0,00150;0,00141;0,00141;0,00080;0,00098;0,00092;0,00164;0,00262;0,00232;0,00229;;0,00234;0,00570;0,00666;0,01099;0,01199;0,01357;0,01434;0,01710;0,01827;0,01977;0,02119;0,02260;0,02340;0,02439;0,02531;0,02695;0,02957;0,03189;0,03418
230;1233349,208;3,71;329,52;694,36;240,96;580,85;149,96;649,28;146,45;256,90;195,27;248,44;221,28;195,65;174,29;296,41;175,29;244,09;260,64;169,79;210,30;;0,00027;0,00056;0,00020;0,00047;0,00012;0,00053;0,00012;0,00021;0,00016;0,00020;0,00018;0,00016;0,00014;0,00024;0,00014;0,00020;0,00021;0,00014;0,00017;;0,00027;0,00083;0,00103;0,00150;0,00162;0,00214;0,00226;0,00247;0,00263;0,00283;0,00301;0,00317;0,00331;0,00355;0,00369;0,00389;0,00410;0,00424;0,00441
231;384073,224;6,27;25,48;53,78;54,16;59,04;77,27;23,57;51,95;57,44;20,44;65,52;20,29;56,06;78,41;79,25;27,08;86,12;186,80;66,44;64,00;;0,00007;0,00014;0,00014;0,00015;0,00020;0,00006;0,00014;0,00015;0,00005;0,00017;0,00005;0,00015;0,00020;0,00021;0,00007;0,00022;0,00049;0,00017;0,00017;;0,00007;0,00021;0,00035;0,00050;0,00070;0,00076;0,00090;0,00105;0,00110;0,00127;0,00133;0,00147;0,00168;0,00188;0,00195;0,00218;0,00266;0,00284;0,00300
232;1273250,761;4,89;72,16;102,14;87,49;147,37;100,00;56,52;134,94;164,45;107,55;280,78;53,24;193,06;175,59;222,12;117,77;241,11;237,53;181,62;197,41;;0,00006;0,00008;0,00007;0,00012;0,00008;0,00004;0,00011;0,00013;0,00008;0,00022;0,00004;0,00015;0,00014;0,00017;0,00009;0,00019;0,00019;0,00014;0,00016;;0,00006;0,00014;0,00021;0,00032;0,00040;0,00044;0,00055;0,00068;0,00076;0,00098;0,00103;0,00118;0,00132;0,00149;0,00158;0,00177;0,00196;0,00210;0,00226
233;584125,213;5,67;174,60;199,16;164,76;395,58;193,29;117,93;189,93;302,59;67,73;531,35;78,64;337,38;433,79;478,57;201,45;555,38;450,19;389,02;367,89;;0,00030;0,00034;0,00028;0,00068;0,00033;0,00020;0,00033;0,00052;0,00012;0,00091;0,00013;0,00058;0,00074;0,00082;0,00034;0,00095;0,00077;0,00067;0,00063;;0,00030;0,00064;0,00092;0,00160;0,00193;0,00213;0,00246;0,00298;0,00309;0,00400;0,00414;0,00471;0,00546;0,00627;0,00662;0,00757;0,00834;0,00901;0,00964
234;782992,481;5,14;16,78;6,94;3,97;19,76;22,04;9,38;4,04;11,06;1,75;10,76;14,19;54,46;34,63;11,67;2,14;82,07;18,99;86,80;22,50;;0,00002;0,00001;0,00001;0,00003;0,00003;0,00001;0,00001;0,00001;0,00000;0,00001;0,00002;0,00007;0,00004;0,00001;0,00000;0,00010;0,00002;0,00011;0,00003;;0,00002;0,00003;0,00004;0,00006;0,00009;0,00010;0,00011;0,00012;0,00012;0,00014;0,00015;0,00022;0,00027;0,00028;0,00029;0,00039;0,00041;0,00053;0,00055
235;926625,63;4,09;2519,30;3132,57;1021,66;4746,76;2443,17;2272,08;8207,55;1255,00;1016,70;914,19;2795,27;1480,02;718,38;2259,65;1012,66;2305,57;5367,73;5956,14;2721,66;;0,00272;0,00338;0,00110;0,00512;0,00264;0,00245;0,00886;0,00135;0,00110;0,00099;0,00302;0,00160;0,00078;0,00244;0,00109;0,00249;0,00579;0,00643;0,00294;;0,00272;0,00610;0,00720;0,01232;0,01496;0,01741;0,02627;0,02763;0,02872;0,02971;0,03273;0,03432;0,03510;0,03754;0,03863;0,04112;0,04691;0,05334;0,05628
236;549279,082;24,64;1480,63;1368,57;619,83;2316,32;3550,11;689,40;3857,67;2360,79;1855,38;1071,24;937,60;847,67;1044,70;1120,14;676,89;1383,07;2755,76;2506,64;1319,22;;0,00270;0,00249;0,00113;0,00422;0,00646;0,00126;0,00702;0,00430;0,00338;0,00195;0,00171;0,00154;0,00190;0,00204;0,00123;0,00252;0,00502;0,00456;0,00240;;0,00270;0,00519;0,00632;0,01053;0,01700;0,01825;0,02527;0,02957;0,03295;0,03490;0,03661;0,03815;0,04005;0,04209;0,04332;0,04584;0,05086;0,05542;0,05782
237;584055,935;24,1;1627,99;2269,64;1214,04;5693,67;4436,84;1246,22;7705,49;2882,53;1794,36;1538,75;1911,06;1037,60;1157,06;1627,31;916,63;2915,79;4138,83;4709,31;870,94;;0,00279;0,00389;0,00208;0,00975;0,00760;0,00213;0,01319;0,00494;0,00307;0,00263;0,00327;0,00178;0,00198;0,00279;0,00157;0,00499;0,00709;0,00806;0,00149;;0,00279;0,00667;0,00875;0,01850;0,02610;0,02823;0,04142;0,04636;0,04943;0,05207;0,05534;0,05711;0,05910;0,06188;0,06345;0,06844;0,07553;0,08359;0,08508
238;443837,13;38,4;560,72;360,34;362,93;950,27;1175,59;1018,38;787,11;1111,14;1287,87;459,57;437,99;910,45;349,96;643,10;626,93;1244,85;1489,78;528,22;837,83;;0,00126;0,00081;0,00082;0,00214;0,00265;0,00229;0,00177;0,00250;0,00290;0,00104;0,00099;0,00205;0,00079;0,00145;0,00141;0,00280;0,00336;0,00119;0,00189;;0,00126;0,00208;0,00289;0,00503;0,00768;0,00998;0,01175;0,01425;0,01716;0,01819;0,01918;0,02123;0,02202;0,02347;0,02488;0,02768;0,03104;0,03223;0,03412
239;108442,287;21,84;83,68;44,55;46,45;216,93;69,18;177,50;230,66;249,12;145,69;71,55;108,62;140,50;16,02;30,66;50,57;107,70;166,67;51,87;203,74;;0,00077;0,00041;0,00043;0,00200;0,00064;0,00164;0,00213;0,00230;0,00134;0,00066;0,00100;0,00130;0,00015;0,00028;0,00047;0,00099;0,00154;0,00048;0,00188;;0,00077;0,00118;0,00161;0,00361;0,00425;0,00589;0,00801;0,01031;0,01165;0,01231;0,01332;0,01461;0,01476;0,01504;0,01551;0,01650;0,01804;0,01852;0,02039
240;80511,967;20,71;43,40;32,80;41,57;260,56;41,72;113,27;92,30;276,74;88,94;38,06;30,21;74,45;11,06;25,48;32,04;61,17;136,00;30,89;145,54;;0,00054;0,00041;0,00052;0,00324;0,00052;0,00141;0,00115;0,00344;0,00110;0,00047;0,00038;0,00092;0,00014;0,00032;0,00040;0,00076;0,00169;0,00038;0,00181;;0,00054;0,00095;0,00146;0,00470;0,00522;0,00662;0,00777;0,01121;0,01231;0,01279;0,01316;0,01409;0,01422;0,01454;0,01494;0,01570;0,01739;0,01777;0,01958
241;304583,992;3,15;65,83;0,92;0,31;1,22;0,38;4,20;0,99;0,61;18,38;5,87;3,66;15,03;62,01;3,43;0,46;3,81;10,76;13,27;1,53;;0,00022;0,00000;0,00000;0,00000;0,00000;0,00001;0,00000;0,00000;0,00006;0,00002;0,00001;0,00005;0,00020;0,00001;0,00000;0,00001;0,00004;0,00004;0,00001;;0,00022;0,00022;0,00022;0,00022;0,00023;0,00024;0,00024;0,00024;0,00030;0,00032;0,00034;0,00039;0,00059;0,00060;0,00060;0,00061;0,00065;0,00069;0,00070
242;261285,512;19,97;83,60;97,56;67,89;456,75;74,90;194,28;276,51;532,65;272,01;81,31;93,97;153,47;37,38;50,57;57,89;123,87;206,56;44,55;113,58;;0,00032;0,00037;0,00026;0,00175;0,00029;0,00074;0,00106;0,00204;0,00104;0,00031;0,00036;0,00059;0,00014;0,00019;0,00022;0,00047;0,00079;0,00017;0,00043;;0,00032;0,00069;0,00095;0,00270;0,00299;0,00373;0,00479;0,00683;0,00787;0,00818;0,00854;0,00913;0,00927;0,00946;0,00969;0,01016;0,01095;0,01112;0,01156
243;320905,719;35,51;924,56;486,04;208,39;632,95;477,88;494,05;181,62;411,82;1223,04;174,98;674,83;1688,71;258,89;527,38;232,80;244,09;505,03;443,86;377,65;;0,00288;0,00151;0,00065;0,00197;0,00149;0,00154;0,00057;0,00128;0,00381;0,00055;0,00210;0,00526;0,00081;0,00164;0,00073;0,00076;0,00157;0,00138;0,00118;;0,00288;0,00440;0,00505;0,00702;0,00851;0,01005;0,01061;0,01190;0,01571;0,01625;0,01835;0,02362;0,02442;0,02607;0,02679;0,02755;0,02913;0,03051;0,03169
244;261923,336;39,23;1109,53;217,62;101,83;587,11;466,59;276,89;160,95;327,77;526,54;112,05;465,37;1001,83;79,79;138,83;53,17;168,27;387,49;118,08;98,78;;0,00424;0,00083;0,00039;0,00224;0,00178;0,00106;0,00061;0,00125;0,00201;0,00043;0,00178;0,00382;0,00030;0,00053;0,00020;0,00064;0,00148;0,00045;0,00038;;0,00424;0,00507;0,00546;0,00770;0,00948;0,01054;0,01115;0,01240;0,01441;0,01484;0,01662;0,02044;0,02075;0,02128;0,02148;0,02212;0,02360;0,02405;0,02443
245;87156,483;38,4;360,87;109,31;48,21;182,53;97,18;162,32;59,65;164,38;118,76;69,79;214,95;351,41;28,83;45,77;6,56;62,40;105,87;56,29;69,64;;0,00414;0,00125;0,00055;0,00209;0,00111;0,00186;0,00068;0,00189;0,00136;0,00080;0,00247;0,00403;0,00033;0,00053;0,00008;0,00072;0,00121;0,00065;0,00080;;0,00414;0,00539;0,00595;0,00804;0,00916;0,01102;0,01170;0,01359;0,01495;0,01575;0,01822;0,02225;0,02258;0,02311;0,02318;0,02390;0,02511;0,02576;0,02656
246;207754,967;41,72;572,92;238,37;147,22;307,02;218,08;324,26;347,37;394,43;296,64;253,47;323,65;523,11;139,74;127,99;26,62;127,38;300,76;93,14;87,19;;0,00276;0,00115;0,00071;0,00148;0,00105;0,00156;0,00167;0,00190;0,00143;0,00122;0,00156;0,00252;0,00067;0,00062;0,00013;0,00061;0,00145;0,00045;0,00042;;0,00276;0,00391;0,00461;0,00609;0,00714;0,00870;0,01037;0,01227;0,01370;0,01492;0,01648;0,01900;0,01967;0,02028;0,02041;0,02103;0,02247;0,02292;0,02334
247;232672,912;29,8;286,88;203,43;195,80;688,63;324,33;507,25;291,30;245,46;313,88;264,15;104,81;268,57;148,67;128,07;181,31;237,45;375,90;182,15;333,87;;0,00123;0,00087;0,00084;0,00296;0,00139;0,00218;0,00125;0,00105;0,00135;0,00114;0,00045;0,00115;0,00064;0,00055;0,00078;0,00102;0,00162;0,00078;0,00143;;0,00123;0,00211;0,00295;0,00591;0,00730;0,00948;0,01073;0,01179;0,01314;0,01427;0,01472;0,01588;0,01652;0,01707;0,01785;0,01887;0,02048;0,02127;0,02270
248;159406,102;6,22;468,50;371,09;121,36;473,68;37,60;284,67;166,13;369,72;162,01;62,47;135,39;221,21;122,27;234,32;571,17;357,21;594,58;226,16;309,23;;0,00294;0,00233;0,00076;0,00297;0,00024;0,00179;0,00104;0,00232;0,00102;0,00039;0,00085;0,00139;0,00077;0,00147;0,00358;0,00224;0,00373;0,00142;0,00194;;0,00294;0,00527;0,00603;0,00900;0,00924;0,01102;0,01206;0,01438;0,01540;0,01579;0,01664;0,01803;0,01880;0,02027;0,02385;0,02609;0,02982;0,03124;0,03318
249;238010,504;35,66;1720,37;855,38;745,23;1982,84;539,13;1071,70;481,54;157,82;610,37;393,21;157,67;468,04;129,90;186,80;251,56;1028,60;1124,71;387,41;751,87;;0,00723;0,00359;0,00313;0,00833;0,00227;0,00450;0,00202;0,00066;0,00256;0,00165;0,00066;0,00197;0,00055;0,00078;0,00106;0,00432;0,00473;0,00163;0,00316;;0,00723;0,01082;0,01395;0,02228;0,02455;0,02905;0,03108;0,03174;0,03430;0,03595;0,03662;0,03858;0,03913;0,03991;0,04097;0,04529;0,05002;0,05165;0,05480
250;450173,897;4,73;1172,23;879,02;254,69;1276,43;8,77;1108,09;349,66;1055,68;688,71;175,67;450,34;845,46;599,69;487,49;802,59;939,82;1495,19;296,34;161,48;;0,00260;0,00195;0,00057;0,00284;0,00002;0,00246;0,00078;0,00235;0,00153;0,00039;0,00100;0,00188;0,00133;0,00108;0,00178;0,00209;0,00332;0,00066;0,00036;;0,00260;0,00456;0,00512;0,00796;0,00798;0,01044;0,01122;0,01356;0,01509;0,01548;0,01648;0,01836;0,01969;0,02077;0,02256;0,02464;0,02797;0,02862;0,02898
251;82687,759;5,87;1527,23;852,86;101,75;951,95;24,64;763,92;144,01;572,62;1284,59;442,72;210,53;837,76;207,02;386,73;576,58;789,02;1214,26;190,92;186,50;;0,01847;0,01031;0,00123;0,01151;0,00030;0,00924;0,00174;0,00693;0,01554;0,00535;0,00255;0,01013;0,00250;0,00468;0,00697;0,00954;0,01468;0,00231;0,00226;;0,01847;0,02878;0,03001;0,04153;0,04183;0,05106;0,05281;0,05973;0,07527;0,08062;0,08317;0,09330;0,09580;0,10048;0,10745;0,11699;0,13168;0,13399;0,13624
252;461365,232;29,9;1605,64;1332,80;241,95;2114,49;202,90;873,38;642,33;294,74;830,97;453,93;140,27;861,33;109,69;173,99;250,34;528,22;875,59;159,27;278,34;;0,00348;0,00289;0,00052;0,00458;0,00044;0,00189;0,00139;0,00064;0,00180;0,00098;0,00030;0,00187;0,00024;0,00038;0,00054;0,00114;0,00190;0,00035;0,00060;;0,00348;0,00637;0,00689;0,01148;0,01192;0,01381;0,01520;0,01584;0,01764;0,01863;0,01893;0,02080;0,02103;0,02141;0,02195;0,02310;0,02500;0,02534;0,02595
253;406419,804;22,54;2283,30;1138,44;178,41;3063,08;202,82;2384,13;947,83;1353,32;2302,06;1066,21;444,85;1893,21;666,06;1018,31;733,03;1241,50;1539,05;183,52;224,41;;0,00562;0,00280;0,00044;0,00754;0,00050;0,00587;0,00233;0,00333;0,00566;0,00262;0,00109;0,00466;0,00164;0,00251;0,00180;0,00305;0,00379;0,00045;0,00055;;0,00562;0,00842;0,00886;0,01639;0,01689;0,02276;0,02509;0,02842;0,03409;0,03671;0,03780;0,04246;0,04410;0,04661;0,04841;0,05147;0,05525;0,05570;0,05626
254;34908,943;43,49;55,53;7,86;11,75;48,59;22,81;61,56;61,33;18,00;68,65;43,55;16,17;237,83;13,04;20,90;25,48;40,81;112,36;33,49;36,16;;0,00159;0,00023;0,00034;0,00139;0,00065;0,00176;0,00176;0,00052;0,00197;0,00125;0,00046;0,00681;0,00037;0,00060;0,00073;0,00117;0,00322;0,00096;0,00104;;0,00159;0,00182;0,00215;0,00354;0,00420;0,00596;0,00772;0,00823;0,01020;0,01145;0,01191;0,01872;0,01910;0,01970;0,02043;0,02159;0,02481;0,02577;0,02681
255;348873,585;3,3;53,93;41,19;40,35;95,04;18,38;39,97;74,60;63,31;92,22;64,15;48,89;40,05;98,86;96,11;57,89;92,75;85,96;272,16;1287,49;;0,00015;0,00012;0,00012;0,00027;0,00005;0,00011;0,00021;0,00018;0,00026;0,00018;0,00014;0,00011;0,00028;0,00028;0,00017;0,00027;0,00025;0,00078;0,00369;;0,00015;0,00027;0,00039;0,00066;0,00071;0,00083;0,00104;0,00122;0,00149;0,00167;0,00181;0,00193;0,00221;0,00249;0,00265;0,00292;0,00316;0,00394;0,00763
256;296024,603;6,38;14,42;7,93;12,81;12,43;6,94;2,97;17,32;13,12;39,97;16,09;17,47;28,99;76,20;55,23;143,17;35,16;35,32;63,77;64,76;;0,00005;0,00003;0,00004;0,00004;0,00002;0,00001;0,00006;0,00004;0,00014;0,00005;0,00006;0,00010;0,00026;0,00019;0,00048;0,00012;0,00012;0,00022;0,00022;;0,00005;0,00008;0,00012;0,00016;0,00018;0,00019;0,00025;0,00030;0,00043;0,00049;0,00055;0,00064;0,00090;0,00109;0,00157;0,00169;0,00181;0,00202;0,00224
257;240489,03;3,91;13,20;0,99;9,38;1,45;11,52;0,76;3,43;4,04;4,42;7,17;3,05;11,21;6,33;10,14;39,13;11,75;29,82;7,70;240,66;;0,00005;0,00000;0,00004;0,00001;0,00005;0,00000;0,00001;0,00002;0,00002;0,00003;0,00001;0,00005;0,00003;0,00004;0,00016;0,00005;0,00012;0,00003;0,00100;;0,00005;0,00006;0,00010;0,00010;0,00015;0,00016;0,00017;0,00019;0,00020;0,00023;0,00025;0,00029;0,00032;0,00036;0,00052;0,00057;0,00070;0,00073;0,00173
258;790344,718;16,77;2541,95;3838,37;1141,19;4455,38;6935,16;1411,06;9145,08;6457,74;5359,95;2695,35;3478,95;2367,05;3239,89;3240,66;2360,72;3832,34;5663,39;5790,92;3086,80;;0,00322;0,00486;0,00144;0,00564;0,00877;0,00179;0,01157;0,00817;0,00678;0,00341;0,00440;0,00299;0,00410;0,00410;0,00299;0,00485;0,00717;0,00733;0,00391;;0,00322;0,00807;0,00952;0,01515;0,02393;0,02571;0,03729;0,04546;0,05224;0,05565;0,06005;0,06304;0,06714;0,07124;0,07423;0,07908;0,08625;0,09357;0,09748
259;206498,334;21,44;562,62;670,79;328,38;718,54;831,05;425,93;1171,47;748,13;857,51;454,61;353,70;565,83;368,57;425,10;211,75;443,94;633,33;734,02;624,49;;0,00272;0,00325;0,00159;0,00348;0,00402;0,00206;0,00567;0,00362;0,00415;0,00220;0,00171;0,00274;0,00178;0,00206;0,00103;0,00215;0,00307;0,00355;0,00302;;0,00272;0,00597;0,00756;0,01104;0,01507;0,01713;0,02280;0,02643;0,03058;0,03278;0,03449;0,03723;0,03902;0,04108;0,04210;0,04425;0,04732;0,05087;0,05390
260;580043,788;39,79;494,97;658,89;562,17;1190,39;593,67;455,61;1038,37;1071,40;822,88;917,62;880,40;1209,00;823,95;693,44;714,04;1433,56;2174,52;1089,70;2199,47;;0,00085;0,00114;0,00097;0,00205;0,00102;0,00079;0,00179;0,00185;0,00142;0,00158;0,00152;0,00208;0,00142;0,00120;0,00123;0,00247;0,00375;0,00188;0,00379;;0,00085;0,00199;0,00296;0,00501;0,00603;0,00682;0,00861;0,01046;0,01188;0,01346;0,01498;0,01706;0,01848;0,01968;0,02091;0,02338;0,02713;0,02901;0,03280
261;1557243,227;6,46;4484,44;5631,35;1798,40;5336,77;5533,87;1956,90;8240,12;7023,26;5783,83;4625,17;5377,42;6844,47;7096,26;9177,12;5616,17;9437,38;10060,72;11612,74;6599,01;;0,00288;0,00362;0,00115;0,00343;0,00355;0,00126;0,00529;0,00451;0,00371;0,00297;0,00345;0,00440;0,00456;0,00589;0,00361;0,00606;0,00646;0,00746;0,00424;;0,00288;0,00650;0,00765;0,01108;0,01463;0,01589;0,02118;0,02569;0,02940;0,03237;0,03583;0,04022;0,04478;0,05067;0,05428;0,06034;0,06680;0,07426;0,07849
262;696499,707;24,99;3743,25;4385,81;1697,71;1615,64;1564,84;1607,17;2644,70;2694,13;1633,56;1578,57;2019,45;2510,07;2746,91;1748,74;3019,30;4727,92;6612,43;3805,34;7395,12;;0,00537;0,00630;0,00244;0,00232;0,00225;0,00231;0,00380;0,00387;0,00235;0,00227;0,00290;0,00360;0,00394;0,00251;0,00433;0,00679;0,00949;0,00546;0,01062;;0,00537;0,01167;0,01411;0,01643;0,01868;0,02098;0,02478;0,02865;0,03099;0,03326;0,03616;0,03976;0,04371;0,04622;0,05055;0,05734;0,06683;0,07230;0,08292
263;45406,075;43,05;23,65;26,85;10,76;6,71;58,73;9,31;41,19;20,98;32,80;22,88;13,65;24,87;18,15;11,98;3,97;37,76;40,20;2,90;10,60;;0,00052;0,00059;0,00024;0,00015;0,00129;0,00020;0,00091;0,00046;0,00072;0,00050;0,00030;0,00055;0,00040;0,00026;0,00009;0,00083;0,00089;0,00006;0,00023;;0,00052;0,00111;0,00135;0,00150;0,00279;0,00300;0,00390;0,00436;0,00509;0,00559;0,00589;0,00644;0,00684;0,00710;0,00719;0,00802;0,00891;0,00897;0,00920
264;223691,131;23,52;1377,73;1943,71;418,61;564,07;703,81;898,93;794,81;677,57;593,44;506,33;765,75;965,75;1313,88;792,45;2093,52;1990,31;3165,83;1650,27;4076,66;;0,00616;0,00869;0,00187;0,00252;0,00315;0,00402;0,00355;0,00303;0,00265;0,00226;0,00342;0,00432;0,00587;0,00354;0,00936;0,00890;0,01415;0,00738;0,01822;;0,00616;0,01485;0,01672;0,01924;0,02239;0,02641;0,02996;0,03299;0,03564;0,03791;0,04133;0,04565;0,05152;0,05506;0,06442;0,07332;0,08747;0,09485;0,11307
265;506578,925;4,48;1571,47;2367,58;621,59;1754,77;1876,89;880,47;2152,63;1384,74;1262,32;1221,66;1249,81;1353,62;1608,09;1795,27;1148,13;2671,47;3426,54;3880,70;3275,44;;0,00310;0,00467;0,00123;0,00346;0,00371;0,00174;0,00425;0,00273;0,00249;0,00241;0,00247;0,00267;0,00317;0,00354;0,00227;0,00527;0,00676;0,00766;0,00647;;0,00310;0,00778;0,00900;0,01247;0,01617;0,01791;0,02216;0,02489;0,02738;0,02980;0,03226;0,03494;0,03811;0,04165;0,04392;0,04919;0,05596;0,06362;0,07008
266;453142,591;4,71;1431,20;2538,37;826,01;2548,51;2466,82;761,48;2773,53;2144,55;2041,11;2160,49;2515,56;3521,28;4218,61;5385,43;3491,76;6013,65;6358,20;9062,40;5628,45;;0,00316;0,00560;0,00182;0,00562;0,00544;0,00168;0,00612;0,00473;0,00450;0,00477;0,00555;0,00777;0,00931;0,01188;0,00771;0,01327;0,01403;0,02000;0,01242;;0,00316;0,00876;0,01058;0,01621;0,02165;0,02333;0,02945;0,03418;0,03869;0,04346;0,04901;0,05678;0,06609;0,07797;0,08568;0,09895;0,11298;0,13298;0,14540
267;174075,792;3,88;62,40;231,96;36,23;162,47;218,38;20,98;177,42;70,86;105,03;127,31;181,31;132,34;231,05;425,32;424,41;849,28;747,14;630,28;262,70;;0,00036;0,00133;0,00021;0,00093;0,00125;0,00012;0,00102;0,00041;0,00060;0,00073;0,00104;0,00076;0,00133;0,00244;0,00244;0,00488;0,00429;0,00362;0,00151;;0,00036;0,00169;0,00190;0,00283;0,00409;0,00421;0,00523;0,00563;0,00624;0,00697;0,00801;0,00877;0,01010;0,01254;0,01498;0,01986;0,02415;0,02777;0,02928
268;246702,969;6,49;1074,98;2041,34;762,55;2670,40;3091,91;735,47;4102,21;4901,60;2968,57;1634,48;3074,83;2672,46;4112,36;3985,05;2843,86;4099,31;7867,51;7926,01;4470,33;;0,00436;0,00827;0,00309;0,01082;0,01253;0,00298;0,01663;0,01987;0,01203;0,00663;0,01246;0,01083;0,01667;0,01615;0,01153;0,01662;0,03189;0,03213;0,01812;;0,00436;0,01263;0,01572;0,02655;0,03908;0,04206;0,05869;0,07856;0,09059;0,09722;0,10968;0,12051;0,13718;0,15334;0,16486;0,18148;0,21337;0,24550;0,26362
269;742069,212;5,48;3056,75;6086,96;3135,39;6782,91;5988,86;2616,70;8668,65;12579,10;5227,08;5229,90;4797,41;6683,60;8963,01;13233,94;7594,51;10617,16;14182,00;17146,00;7991,91;;0,00412;0,00820;0,00423;0,00914;0,00807;0,00353;0,01168;0,01695;0,00704;0,00705;0,00646;0,00901;0,01208;0,01783;0,01023;0,01431;0,01911;0,02311;0,01077;;0,00412;0,01232;0,01655;0,02569;0,03376;0,03728;0,04897;0,06592;0,07296;0,08001;0,08647;0,09548;0,10756;0,12539;0,13563;0,14993;0,16905;0,19215;0,20292
270;744238,578;3,69;3129,21;7339,36;1601,83;5128,60;6783,30;4459,88;14761,02;16606,25;6013,04;6317,93;10452,40;6801,30;8456,90;12230,74;5929,06;10052,10;20482,23;21653,93;7789,47;;0,00420;0,00986;0,00215;0,00689;0,00911;0,00599;0,01983;0,02231;0,00808;0,00849;0,01404;0,00914;0,01136;0,01643;0,00797;0,01351;0,02752;0,02910;0,01047;;0,00420;0,01407;0,01622;0,02311;0,03222;0,03822;0,05805;0,08036;0,08844;0,09693;0,11098;0,12011;0,13148;0,14791;0,15588;0,16939;0,19691;0,22600;0,23647
271;160567,527;3,43;8,85;36,16;4,50;18,92;21,21;15,03;16,86;17,01;7,55;78,72;30,74;41,27;20,21;78,34;30,43;243,86;223,34;199,92;290,54;;0,00006;0,00023;0,00003;0,00012;0,00013;0,00009;0,00010;0,00011;0,00005;0,00049;0,00019;0,00026;0,00013;0,00049;0,00019;0,00152;0,00139;0,00125;0,00181;;0,00006;0,00028;0,00031;0,00043;0,00056;0,00065;0,00076;0,00086;0,00091;0,00140;0,00159;0,00185;0,00197;0,00246;0,00265;0,00417;0,00556;0,00681;0,00862
272;113544,439;3,65;8,92;13,58;1,30;26,85;12,20;0,38;11,98;7,93;27,15;18,54;30,43;32,19;52,56;83,30;20,52;136,61;204,65;380,47;130,59;;0,00008;0,00012;0,00001;0,00024;0,00011;0,00000;0,00011;0,00007;0,00024;0,00016;0,00027;0,00028;0,00046;0,00073;0,00018;0,00120;0,00180;0,00335;0,00115;;0,00008;0,00020;0,00021;0,00045;0,00055;0,00056;0,00066;0,00073;0,00097;0,00113;0,00140;0,00169;0,00215;0,00288;0,00306;0,00427;0,00607;0,00942;0,01057
273;352659,224;3,32;188,41;285,28;105,42;328,76;295,27;251,56;336,77;456,52;255,99;554,46;251,79;426,47;286,42;344,09;209,00;719,53;718,99;388,10;302,29;;0,00053;0,00081;0,00030;0,00093;0,00084;0,00071;0,00095;0,00129;0,00073;0,00157;0,00071;0,00121;0,00081;0,00098;0,00059;0,00204;0,00204;0,00110;0,00086;;0,00053;0,00134;0,00164;0,00257;0,00341;0,00412;0,00508;0,00637;0,00710;0,00867;0,00939;0,01060;0,01141;0,01238;0,01298;0,01502;0,01706;0,01816;0,01901
274;276938,652;3,13;216,86;180,40;243,17;26,16;34,32;270,02;289,32;113,35;73,07;82,76;455,38;581,62;233,10;735,70;170,25;625,25;1991,69;2863,77;1041,80;;0,00078;0,00065;0,00088;0,00009;0,00012;0,00098;0,00104;0,00041;0,00026;0,00030;0,00164;0,00210;0,00084;0,00266;0,00061;0,00226;0,00719;0,01034;0,00376;;0,00078;0,00143;0,00231;0,00241;0,00253;0,00351;0,00455;0,00496;0,00522;0,00552;0,00717;0,00927;0,01011;0,01277;0,01338;0,01564;0,02283;0,03317;0,03693
